locus	length bp	direction	start	stop	NCBI Name	NCBI Locus	NCBI Annotation
sdhA	873	<=	3636369	3637241	sdaAA	CLJU_RS16390	"MULTISPECIES: L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha"
sdhB	684	<=	3637245	3637928	sdaAB	CLJU_RS16395	"MULTISPECIES: L-serine ammonia-lyase, iron-sulfur-dependent, subunit beta"
CLJU_c33270	1632	=>	3638117	3639748	aspD	CLJU_RS16400	MULTISPECIES: aspartate 4-decarboxylase
csd	1308	=>	3639874	3641181	-	CLJU_RS16405	MULTISPECIES: aminotransferase class V-fold PLP-dependent enzyme
CLJU_c33290	432	<=	3641252	3641683	-	CLJU_RS16410	MULTISPECIES: hypothetical protein
CLJU_c33300	873	<=	3641706	3642578	-	CLJU_RS16415	MULTISPECIES: LysR family transcriptional regulator
CLJU_c33310	837	=>	3642710	3643546	-	CLJU_RS16420	MULTISPECIES: sulfite exporter TauE/SafE family protein
CLJU_c33320	387	=>	3643550	3643936	-	CLJU_RS16425	MULTISPECIES: DUF1634 domain-containing protein
CLJU_c33330	2157	=>	3644251	3646407	-	CLJU_RS16430	MULTISPECIES: YhgE/Pip domain-containing protein
CLJU_c33340	363	<=	3646612	3646974	-	CLJU_RS16435	MULTISPECIES: hypothetical protein
CLJU_c33350	603	<=	3646991	3647593	-	CLJU_RS16440	MULTISPECIES: DUF2953 domain-containing protein
CLJU_c33360	360	=>	3647741	3648100	-	CLJU_RS16445	MULTISPECIES: hypothetical protein
CLJU_c33370	813	=>	3648252	3649064	-	CLJU_RS16450	MULTISPECIES: hypothetical protein
CLJU_c33380	969	<=	3649065	3650033	moaA	CLJU_RS16455	"MULTISPECIES: GTP 3\',8-cyclase MoaA"
CLJU_c33390	477	<=	3650278	3650754	-	CLJU_RS16460	MULTISPECIES: hypothetical protein
CLJU_c33400	198	=>	3651153	3651350	-	CLJU_RS16465	MULTISPECIES: spore coat associated protein CotJA
cotJB	255	=>	3651401	3651655	-	CLJU_RS16470	MULTISPECIES: spore coat protein CotJB
cotJC	573	=>	3651668	3652240	-	CLJU_RS16475	MULTISPECIES: manganese catalase family protein
CLJU_c33430	975	<=	3652509	3653483	-	CLJU_RS16480	MULTISPECIES: D-2-hydroxyacid dehydrogenase
CLJU_c33440	453	<=	3653789	3654241	-	CLJU_RS16485	MULTISPECIES: hypothetical protein
CLJU_c33450	537	<=	3654243	3654779			
CLJU_c33460	276	<=	3654769	3655044			
CLJU_c33470	1317	<=	3655087	3656403	-	CLJU_RS16495	MULTISPECIES: amidohydrolase
CLJU_c33480	2004	=>	3656684	3658687	-	CLJU_RS16500	MULTISPECIES: FAD-dependent oxidoreductase
CLJU_c33490	1695	<=	3658752	3660446	-	CLJU_RS16505	MULTISPECIES: methyl-accepting chemotaxis protein
CLJU_c33500	1311	<=	3660701	3662011	-	CLJU_RS16510	MULTISPECIES: VanW family protein
CLJU_c33510	726	=>	3662282	3663007	-	CLJU_RS16515	MULTISPECIES: phosphatase
CLJU_c33520	1020	<=	3663068	3664087	-	CLJU_RS16520	MULTISPECIES: glycosyltransferase family 2 protein
glf	1212	<=	3664053	3665264	glf	CLJU_RS16525	MULTISPECIES: UDP-galactopyranose mutase
CLJU_c33540	261	<=	3665992	3666252	-	CLJU_RS16530	MULTISPECIES: spore coat protein
CLJU_c33550	207	<=	3666273	3666479	-	CLJU_RS16535	MULTISPECIES: hypothetical protein
CLJU_c33560	1566	=>	3666696	3668261	-	CLJU_RS16540	MULTISPECIES: FAD-dependent oxidoreductase
CLJU_c33570	1038	=>	3668326	3669363	-	CLJU_RS16545	MULTISPECIES: alpha/beta hydrolase
CLJU_c33590	546	<=	3669678	3670223	-	CLJU_RS16555	MULTISPECIES: lytic transglycosylase domain-containing protein
coaE	624	<=	3670285	3670908	-	CLJU_RS16560	MULTISPECIES: dephospho-CoA kinase
polA	2631	<=	3670933	3673563	polA	CLJU_RS16565	MULTISPECIES: DNA polymerase I
CLJU_c33620	651	=>	3673889	3674539	-	CLJU_RS16570	MULTISPECIES: hypothetical protein
CLJU_c33630	537	<=	3674652	3675188	-	CLJU_RS16575	MULTISPECIES: hypothetical protein
CLJU_c33640	639	<=	3675583	3676221	-	CLJU_RS16580	MULTISPECIES: hemolysin III family protein
CLJU_c33650	669	=>	3676415	3677083	-	CLJU_RS16585	MULTISPECIES: hypothetical protein
aspS	1773	<=	3677317	3679089	aspS	CLJU_RS16590	MULTISPECIES: aspartate--tRNA ligase
hisS	1251	<=	3679105	3680355	-	CLJU_RS16595	MULTISPECIES: histidine--tRNA ligase
CLJU_c33680	1431	<=	3680434	3681864	-	CLJU_RS16600	MULTISPECIES: coproporphyrinogen III oxidase
CLJU_c33690	600	<=	3682400	3682999	-	CLJU_RS16605	MULTISPECIES: MBL fold metallo-hydrolase
dtd	450	<=	3683036	3683485	-	CLJU_RS16610	D-tyrosyl-tRNA(Tyr) deacylase
relA	2178	<=	3683500	3685677	-	CLJU_RS16615	"MULTISPECIES: bifunctional (p)ppGpp synthetase/guanosine-3\',5\'-bis(diphosphate) 3\'-pyrophosphohydrolase"
apt	519	<=	3685784	3686302	-	CLJU_RS16620	MULTISPECIES: adenine phosphoribosyltransferase
recJ2	849	<=	3686404	3687252	-	CLJU_RS16625	MULTISPECIES: delta(24)-sterol C-methyltransferase
secF	876	<=	3687411	3688286	secF	CLJU_RS16630	MULTISPECIES: protein translocase subunit SecF
secD	1275	<=	3688288	3689562	secD	CLJU_RS16635	MULTISPECIES: protein translocase subunit SecD
CLJU_c33760	1368	<=	3689705	3691072	scfB	CLJU_RS16640	thioether cross-link-forming SCIFF peptide maturase
CLJU_c33770	138	<=	3691158	3691295	scfA	CLJU_RS16645	MULTISPECIES: six-cysteine peptide SCIFF
CLJU_c33780	369	<=	3691394	3691762	-	CLJU_RS16650	MULTISPECIES: TIGR04086 family membrane protein
CLJU_c33790	327	<=	3691823	3692149	yajC	CLJU_RS16655	MULTISPECIES: preprotein translocase subunit YajC
tgt	1125	<=	3692185	3693309	tgt	CLJU_RS16660	MULTISPECIES: tRNA guanosine(34) transglycosylase Tgt
queA	1035	<=	3693325	3694359	queA	CLJU_RS16665	MULTISPECIES: tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA
ruvB	1047	<=	3694379	3695425	ruvB	CLJU_RS16670	MULTISPECIES: Holliday junction branch migration DNA helicase RuvB
ruvA	597	<=	3695439	3696035	ruvA	CLJU_RS16675	MULTISPECIES: Holliday junction branch migration protein RuvA
CLJU_c33840	603	<=	3696224	3696826	-	CLJU_RS16680	MULTISPECIES: hypothetical protein
CLJU_c33850	825	<=	3696887	3697711	-	CLJU_RS16685	MBL fold metallo-hydrolase
CLJU_c33860	819	=>	3698004	3698822	mltG	CLJU_RS16690	MULTISPECIES: endolytic transglycosylase MltG
CLJU_c33870	741	<=	3699299	3700039	-	CLJU_RS16695	MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator
CLJU_c33880	645	<=	3700293	3700937	-	CLJU_RS16700	MULTISPECIES: YigZ family protein
CLJU_c33890	1422	<=	3701221	3702642	-	CLJU_RS16705	PLP-dependent aminotransferase family protein
CLJU_c33900	897	<=	3702785	3703681	-	CLJU_RS16710	MULTISPECIES: nucleotidyltransferase domain-containing protein
CLJU_c33910	1788	<=	3703837	3705624	hflX	CLJU_RS16715	MULTISPECIES: GTPase HflX
CLJU_c33920	522	=>	3705933	3706454	hpt	CLJU_RS16720	MULTISPECIES: hypoxanthine phosphoribosyltransferase
CLJU_c33930	678	<=	3706506	3707183	yunB	CLJU_RS16725	MULTISPECIES: sporulation protein YunB
CLJU_c33940	2352	=>	3707301	3709652	-	CLJU_RS16730	MULTISPECIES: PBP1A family penicillin-binding protein
sigF	756	<=	3709730	3710485	sigF	CLJU_RS16735	MULTISPECIES: RNA polymerase sporulation sigma factor SigF
CLJU_c33960	429	<=	3710495	3710923	-	CLJU_RS16740	MULTISPECIES: anti-sigma F factor
spoIIAA	336	<=	3710938	3711273	spoIIAA	CLJU_RS16745	MULTISPECIES: anti-sigma F factor antagonist
CLJU_c33980	1764	<=	3711711	3713474	-	CLJU_RS16750	MULTISPECIES: DNA modification methyltransferase
CLJU_c33990	867	=>	3713629	3714495	pdaA	CLJU_RS16755	MULTISPECIES: delta-lactam-biosynthetic de-N-acetylase
CLJU_c34000	414	=>	3714631	3715044	-	CLJU_RS16760	MULTISPECIES: Rrf2 family transcriptional regulator
CLJU_c34010	714	<=	3715110	3715823	-	CLJU_RS16765	MULTISPECIES: WecB/TagA/CpsF family glycosyltransferase
CLJU_c34020	654	<=	3715825	3716478	-	CLJU_RS16770	MULTISPECIES: sugar transferase
CLJU_c34030	1008	<=	3716584	3717591	-	CLJU_RS16775	MULTISPECIES: acyltransferase
CLJU_c34040	1551	<=	3717617	3719167	murJ	CLJU_RS16780	MULTISPECIES: murein biosynthesis integral membrane protein MurJ
CLJU_c34050	1104	<=	3719182	3720285	-	CLJU_RS16785	MULTISPECIES: glycosyltransferase
CLJU_c34060	1260	<=	3720681	3721940	-	CLJU_RS16790	MULTISPECIES: polymerase
CLJU_c34070	1053	<=	3721975	3723027	-	CLJU_RS16795	MULTISPECIES: UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
CLJU_c34080	750	<=	3723048	3723797	-	CLJU_RS16800	MULTISPECIES: N-acetyltransferase
CLJU_c34090	1104	<=	3723866	3724969	-	CLJU_RS16805	MULTISPECIES: Gfo/Idh/MocA family oxidoreductase
CLJU_c34100	1317	<=	3724999	3726315	-	CLJU_RS16810	MULTISPECIES: nucleotide sugar dehydrogenase
CLJU_c34110	1206	<=	3726397	3727602	-	CLJU_RS16815	MULTISPECIES: maltose ABC transporter substrate-binding protein
CLJU_c34120	1542	<=	3727643	3729184	murJ	CLJU_RS16820	MULTISPECIES: murein biosynthesis integral membrane protein MurJ
CLJU_c34130	981	<=	3729365	3730345	-	CLJU_RS16825	MULTISPECIES: acyltransferase family protein
CLJU_c34140	1290	<=	3730397	3731686	-	CLJU_RS16830	MULTISPECIES: oligosaccharide repeat unit polymerase
CLJU_c34150	1002	<=	3731725	3732726	-	CLJU_RS16835	MULTISPECIES: glycosyltransferase family 2 protein
CLJU_c34160	1113	<=	3732759	3733871	-	CLJU_RS16840	MULTISPECIES: glycosyltransferase
CLJU_c34170	1182	<=	3733879	3735060	-	CLJU_RS16845	MULTISPECIES: glycosyltransferase
capD	1839	<=	3735080	3736918	-	CLJU_RS16850	MULTISPECIES: polysaccharide biosynthesis protein
galU2	918	<=	3737158	3738075	galU	CLJU_RS16855	MULTISPECIES: UTP--glucose-1-phosphate uridylyltransferase GalU
CLJU_c34200	1083	<=	3738111	3739193	-	CLJU_RS16860	MULTISPECIES: tetratricopeptide repeat protein
pgm	1728	<=	3739217	3740944	-	CLJU_RS16865	MULTISPECIES: phospho-sugar mutase
CLJU_c34220	1461	=>	3741209	3742669	-	CLJU_RS16870	MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
CLJU_c34230	558	=>	3742990	3743547	-	CLJU_RS16875	MULTISPECIES: sigma-70 family RNA polymerase sigma factor
CLJU_c34240	1302	=>	3743552	3744853	-	CLJU_RS16880	MULTISPECIES: DUF4179 domain-containing protein
CLJU_c34250	984	<=	3744997	3745980	-	CLJU_RS16885	MULTISPECIES: hypothetical protein
CLJU_c34260	342	<=	3746017	3746358	-	CLJU_RS16890	MULTISPECIES: PadR family transcriptional regulator
CLJU_c34270	429	<=	3746780	3747208	-	CLJU_RS16895	MULTISPECIES: hypothetical protein
CLJU_c34280	282	<=	3747332	3747613	-	CLJU_RS16900	MULTISPECIES: hypothetical protein
CLJU_c34290	189	<=	3747671	3747859	-	CLJU_RS16905	MULTISPECIES: hypothetical protein
tyrS1	1224	<=	3747973	3749196	-	CLJU_RS16910	MULTISPECIES: tyrosine--tRNA ligase
CLJU_c34310	570	<=	3749647	3750216	-	CLJU_RS16915	MULTISPECIES: serine hydrolase family protein
CLJU_c34320	978	<=	3750641	3751618	-	CLJU_RS16920	MULTISPECIES: hypothetical protein
CLJU_c34330	342	<=	3751655	3751996	-	CLJU_RS16925	MULTISPECIES: PadR family transcriptional regulator
CLJU_c34340	1311	<=	3752206	3753516	-	CLJU_RS16930	MULTISPECIES: divalent metal cation transporter
CLJU_c34350	471	=>	3753711	3754181	mntR	CLJU_RS16935	MULTISPECIES: transcriptional regulator MntR
CLJU_c34360	1017	<=	3754411	3755427	-	CLJU_RS16940	MULTISPECIES: alpha-hydroxy-acid oxidizing protein
CLJU_c34370	465	<=	3755568	3756032	-	CLJU_RS16945	MULTISPECIES: DUF523 domain-containing protein
CLJU_c34380	2361	<=	3756047	3758407	-	CLJU_RS16950	MULTISPECIES: endonuclease MutS2
CLJU_c34390	2370	<=	3758464	3760833	-	CLJU_RS16955	MULTISPECIES: U32 family peptidase
CLJU_c34400	600	<=	3760916	3761515	-	CLJU_RS16960	MULTISPECIES: cell division protein ZapA
pheT	2382	<=	3761678	3764059	-	CLJU_RS16965	MULTISPECIES: phenylalanine--tRNA ligase subunit beta
pheS	1014	<=	3764605	3765618	pheS	CLJU_RS16970	MULTISPECIES: phenylalanine--tRNA ligase subunit alpha
CLJU_c34430	783	<=	3765967	3766749	-	CLJU_RS16975	MULTISPECIES: RNA methyltransferase
rplT	360	<=	3766828	3767187	rplT	CLJU_RS16980	MULTISPECIES: 50S ribosomal protein L20
rpmI	198	<=	3767216	3767413	rpmI	CLJU_RS16985	MULTISPECIES: 50S ribosomal protein L35
infC2	522	<=	3767433	3767954	-	CLJU_RS16990	MULTISPECIES: translation initiation factor IF-3
thrS	1914	<=	3768154	3770067	thrS	CLJU_RS16995	MULTISPECIES: threonine--tRNA ligase
CLJU_c34480	885	<=	3770736	3771620	ytxC	CLJU_RS17000	MULTISPECIES: putative sporulation protein YtxC
CLJU_c34530	663	<=	3772471	3773133	-	CLJU_RS17025	"MULTISPECIES: L,D-transpeptidase family protein"
CLJU_c34540	1152	=>	3773261	3774412	-	CLJU_RS17030	MULTISPECIES: aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
dapB2	753	<=	3774517	3775269	-	CLJU_RS17035	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate reductase
dapA2	882	<=	3775408	3776289	-	CLJU_RS17040	MULTISPECIES: 4-hydroxy-tetrahydrodipicolinate synthase
asd	993	<=	3776346	3777338	-	CLJU_RS17045	MULTISPECIES: aspartate-semialdehyde dehydrogenase
CLJU_c34580	270	=>	3777954	3778223	-	CLJU_RS17050	MULTISPECIES: alpha/beta-type small acid-soluble spore protein
CLJU_c34590	741	=>	3778360	3779100	-	CLJU_RS17055	MULTISPECIES: class I SAM-dependent methyltransferase
CLJU_c34600	891	=>	3779130	3780020	-	CLJU_RS17060	MULTISPECIES: Hsp33 family molecular chaperone HslO
dapD	717	=>	3780155	3780871	dapD	CLJU_RS17065	"MULTISPECIES: 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase"
ssb2	729	<=	3780983	3781711	-	CLJU_RS17070	MULTISPECIES: single-stranded DNA-binding protein
CLJU_c34630	498	<=	3781789	3782286	-	CLJU_RS17075	MULTISPECIES: hypothetical protein
CLJU_c34640	753	<=	3782451	3783203	pdaB	CLJU_RS17080	polysaccharide deacetylase family sporulation protein PdaB
CLJU_c34650	528	=>	3783394	3783921	-	CLJU_RS17085	MULTISPECIES: DUF4364 family protein
CLJU_c34660	891	<=	3783926	3784816	-	CLJU_RS17090	MULTISPECIES: YncE family protein
CLJU_c34670	252	=>	3784960	3785211	-	CLJU_RS17095	MULTISPECIES: TIGR03905 family TSCPD domain-containing protein
folC	1347	<=	3785774	3787120	-	CLJU_RS17100	MULTISPECIES: bifunctional folylpolyglutamate synthase/dihydrofolate synthase
CLJU_c34690	2649	<=	3787292	3789940	-	CLJU_RS17105	MULTISPECIES: valine--tRNA ligase
CLJU_c34700	405	<=	3790327	3790731	-	CLJU_RS17110	MULTISPECIES: hypothetical protein
CLJU_c34710	831	<=	3790935	3791765	-	CLJU_RS17115	MULTISPECIES: ABC transporter substrate-binding protein
CLJU_c34720	1566	<=	3791831	3793396	-	CLJU_RS17120	MULTISPECIES: hypothetical protein
CLJU_c34730	1107	=>	3793744	3794850	-	CLJU_RS17125	MULTISPECIES: uroporphyrinogen III decarboxylase
surE	750	<=	3795127	3795876	surE	CLJU_RS17130	MULTISPECIES: 5\'/3\'-nucleotidase SurE
CLJU_c34750	936	<=	3796503	3797438	-	CLJU_RS17135	MULTISPECIES: LysR family transcriptional regulator
CLJU_c34760	1020	=>	3797698	3798717	-	CLJU_RS17140	MULTISPECIES: C-terminal binding protein
CLJU_c34770	678	=>	3798750	3799427	-	CLJU_RS17145	MULTISPECIES: RraA family protein
CLJU_c34780	1320	=>	3799686	3801005	-	CLJU_RS17150	MULTISPECIES: MFS transporter
CLJU_c34790	1137	=>	3801139	3802275	-	CLJU_RS17155	MULTISPECIES: metallo-dependent hydrolase
CLJU_c34800	273	<=	3802320	3802592	-	CLJU_RS17160	MULTISPECIES: hypothetical protein
CLJU_c34810	240	<=	3802777	3803016	-	CLJU_RS21850	MULTISPECIES: hypothetical protein
CLJU_c34820	333	=>	3803220	3803552	-	CLJU_RS17165	MULTISPECIES: PadR family transcriptional regulator
CLJU_c34830	750	=>	3803556	3804305	-	CLJU_RS17170	MULTISPECIES: DUF2812 domain-containing protein
CLJU_c34840	1008	<=	3804376	3805383	yjfF	CLJU_RS17175	MULTISPECIES: sugar ABC transporter permease YjfF
CLJU_c34850	1050	<=	3805380	3806429	-	CLJU_RS17180	MULTISPECIES: ABC transporter permease
CLJU_c34860	1530	<=	3806422	3807951	-	CLJU_RS17185	MULTISPECIES: sugar ABC transporter ATP-binding protein
CLJU_c34870	993	<=	3808029	3809021	-	CLJU_RS17190	MULTISPECIES: ABC transporter substrate-binding protein
CLJU_c34880	612	<=	3809498	3810109	-	CLJU_RS17195	MULTISPECIES: CDP-alcohol phosphatidyltransferase family protein
CLJU_c34890	543	<=	3810115	3810657	-	CLJU_RS17200	MULTISPECIES: hypothetical protein
CLJU_c34900	594	<=	3810682	3811275			
CLJU_c34910	729	<=	3811520	3812248	-	CLJU_RS17210	MULTISPECIES: hypothetical protein
CLJU_c34920	630	<=	3812268	3812897	-	CLJU_RS17215	MULTISPECIES: YhbD family protein
CLJU_c34930	402	<=	3813177	3813578	-	CLJU_RS17220	MULTISPECIES: hypothetical protein
fabG1	753	<=	3813587	3814339	fabG	CLJU_RS17225	MULTISPECIES: 3-oxoacyl
CLJU_c34950	807	<=	3814481	3815287	-	CLJU_RS17230	MULTISPECIES: MBL fold metallo-hydrolase
CLJU_c34960	240	<=	3815444	3815683	-	CLJU_RS21855	hypothetical protein
CLJU_c34970	171	<=	3816090	3816260	-	CLJU_RS22080	hypothetical protein
CLJU_c34980	408	=>	3816826	3817233	-	CLJU_RS17235	polyketide cyclase
CLJU_c34990	510	<=	3817248	3817757	-	CLJU_RS17240	MULTISPECIES: AAA family ATPase
CLJU_c35000	543	<=	3817782	3818324	-	CLJU_RS17245	nitroreductase
CLJU_c35010	465	=>	3818528	3818992	-	CLJU_RS17250	MULTISPECIES: DUF1648 domain-containing protein
CLJU_c35020	879	<=	3819007	3819885	-	CLJU_RS17255	MULTISPECIES: AraC family transcriptional regulator
CLJU_c35030	1455	=>	3820041	3821495	-	CLJU_RS17260	MULTISPECIES: MFS transporter
CLJU_c35040	474	=>	3821595	3822068	-	CLJU_RS17265	MULTISPECIES: GNAT family N-acetyltransferase
CLJU_c35050	570	=>	3822510	3823079	thiW	CLJU_RS17270	MULTISPECIES: energy coupling factor transporter S component ThiW
CLJU_c35060	831	=>	3823024	3823854	thiM	CLJU_RS17275	MULTISPECIES: hydroxyethylthiazole kinase
CLJU_c35070	1416	<=	3823902	3825317	-	CLJU_RS21460	MULTISPECIES: MerR family transcriptional regulator
CLJU_c35080	438	<=	3825433	3825870	-	CLJU_RS17285	MULTISPECIES: GNAT family N-acetyltransferase
CLJU_c35090	792	=>	3826062	3826853	-	CLJU_RS17290	MULTISPECIES: esterase
CLJU_c35100	255	<=	3826942	3827196	-	CLJU_RS17295	MULTISPECIES: TfoX/Sxy family protein
CLJU_c35110	423	<=	3827511	3827933	-	CLJU_RS17300	MULTISPECIES: GNAT family N-acetyltransferase
CLJU_c35120	516	<=	3828030	3828545	-	CLJU_RS17305	MULTISPECIES: DUF2812 domain-containing protein
CLJU_c35130	330	<=	3828550	3828879	-	CLJU_RS17310	MULTISPECIES: PadR family transcriptional regulator
CLJU_c35140	780	=>	3829049	3829828	-	CLJU_RS17315	MULTISPECIES: site-2 protease family protein
CLJU_c35150	627	<=	3830346	3830972	-	CLJU_RS17320	MULTISPECIES: glutamine amidotransferase
CLJU_c35160	6414	<=	3831411	3837824	-	CLJU_RS21465	MULTISPECIES: cell wall-binding repeat-containing protein
CLJU_c35170	720	=>	3838225	3838944	-	CLJU_RS17330	MULTISPECIES: response regulator transcription factor
CLJU_c35180	1350	=>	3838941	3840290	-	CLJU_RS17335	GHKL domain-containing protein
CLJU_c35190	711	=>	3840470	3841180	-	CLJU_RS17340	MULTISPECIES: ATP-binding cassette domain-containing protein
CLJU_c35200	687	=>	3841182	3841868	-	CLJU_RS17345	MULTISPECIES: hypothetical protein
CLJU_c35210	717	=>	3841949	3842665	-	CLJU_RS17350	MULTISPECIES: ABC transporter permease
CLJU_c35220	390	<=	3842764	3843153	-	CLJU_RS17355	MULTISPECIES: carboxymuconolactone decarboxylase
CLJU_c35230	1839	<=	3843374	3845212	-	CLJU_RS17360	MULTISPECIES: serine hydrolase
CLJU_c35240	558	<=	3845561	3846118	-	CLJU_RS17365	MULTISPECIES: nitroreductase family protein
CLJU_c35250	243	=>	3846354	3846596	-	CLJU_RS17370	MULTISPECIES: hypothetical protein
CLJU_c35260	648	<=	3846874	3847521	-	CLJU_RS17375	MULTISPECIES: ABC-2 transporter permease
CLJU_c35270	651	<=	3847628	3848278	-	CLJU_RS17380	MULTISPECIES: ABC-2 transporter permease
CLJU_c35280	858	<=	3848278	3849135	-	CLJU_RS17385	ABC transporter ATP-binding protein
CLJU_c35290	375	<=	3849138	3849512	-	CLJU_RS17390	MULTISPECIES: GntR family transcriptional regulator
CLJU_c35300	165	<=	3849779	3849943			
CLJU_c35310	1638	=>	3850011	3851648			
CLJU_c35320	282	<=	3851635	3851916	-	CLJU_RS17400	MULTISPECIES: ABC transporter substrate-binding protein
CLJU_c35330	4296	<=	3852295	3856590	-	CLJU_RS17405	2-hydroxyacyl-CoA dehydratase
CLJU_c35340	759	=>	3857048	3857806	-	CLJU_RS17410	ABC transporter ATP-binding protein
CLJU_c35350	804	=>	3857806	3858609	-	CLJU_RS17415	MULTISPECIES: ABC transporter permease
CLJU_c35360	399	<=	3858840	3859238			
CLJU_c35370	132	<=	3859257	3859388			
CLJU_c35380	360	=>	3859593	3859952	-	CLJU_RS17425	MULTISPECIES: tetratricopeptide repeat protein
CLJU_c35390	1188	<=	3859995	3861182	-	CLJU_RS17430	transglutaminase domain-containing protein
CLJU_c35400	852	<=	3861253	3862104	recX	CLJU_RS17435	recombination regulator RecX
CLJU_c35410	1251	<=	3862137	3863387	-	CLJU_RS17440	insulinase family protein
CLJU_c35420	1578	=>	3863573	3865150	-	CLJU_RS17445	MULTISPECIES: DEAD/DEAH box helicase
CLJU_c35430	570	=>	3865383	3865952	-	CLJU_RS17450	flavin reductase family protein
CLJU_c35440	159	<=	3866272	3866430			
greA2	465	<=	3866680	3867144	greA	CLJU_RS17455	MULTISPECIES: transcription elongation factor GreA
CLJU_c35460	849	=>	3867586	3868434	-	CLJU_RS17460	MULTISPECIES: YitT family protein
uppS2	645	=>	3868535	3869179	-	CLJU_RS17465	MULTISPECIES: undecaprenyl diphosphate synthase family protein
CLJU_c35480	909	=>	3869922	3870830	-	CLJU_RS17470	cation transporter
CLJU_c35490	201	<=	3870865	3871065	-	CLJU_RS17475	MULTISPECIES: DUF1858 domain-containing protein
CLJU_c35500	195	<=	3871147	3871341	-	CLJU_RS17480	MULTISPECIES: DUF1858 domain-containing protein
CLJU_c35510	1047	<=	3871635	3872681	-	CLJU_RS17485	MULTISPECIES: FAD:protein FMN transferase
cobU	549	<=	3872711	3873259	cobU	CLJU_RS17490	MULTISPECIES: bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase
cobS	759	<=	3873293	3874051	-	CLJU_RS17495	MULTISPECIES: adenosylcobinamide-GDP ribazoletransferase
cobC	594	<=	3874107	3874700	cobC	CLJU_RS17500	MULTISPECIES: alpha-ribazole phosphatase
CLJU_c35550	423	=>	3875129	3875551	-	CLJU_RS17505	MULTISPECIES: transcriptional repressor
CLJU_c35560	1227	<=	3875612	3876838	-	CLJU_RS17510	extracellular solute-binding protein
CLJU_c35570	942	=>	3876950	3877891	-	CLJU_RS17515	MULTISPECIES: VCBS repeat-containing protein
CLJU_c35580	954	<=	3878042	3878995	-	CLJU_RS17520	MULTISPECIES: YafY family transcriptional regulator
CLJU_c35590	375	=>	3879231	3879605	-	CLJU_RS17525	MULTISPECIES: hypothetical protein
CLJU_c35600	702	<=	3879696	3880397	-	CLJU_RS17530	MULTISPECIES: CPBP family intramembrane metalloprotease
engB	591	<=	3880475	3881065	-	CLJU_RS17535	MULTISPECIES: YihA family ribosome biogenesis GTP-binding protein
CLJU_c35620	2325	<=	3881080	3883404	lon	CLJU_RS17540	MULTISPECIES: endopeptidase La
clpX	1290	<=	3883510	3884799	clpX	CLJU_RS17545	MULTISPECIES: ATP-dependent Clp protease ATP-binding subunit ClpX
clpP2	585	<=	3884819	3885403	clpP	CLJU_RS17550	MULTISPECIES: ATP-dependent Clp endopeptidase proteolytic subunit ClpP
tig	1293	<=	3885548	3886840	-	CLJU_RS17555	MULTISPECIES: trigger factor
CLJU_c35660	786	<=	3887147	3887932	-	CLJU_RS17560	MULTISPECIES: sugar phosphate isomerase/epimerase
CLJU_c35670	780	<=	3887994	3888773	-	CLJU_RS17565	MULTISPECIES: hypothetical protein
pyrE	573	<=	3889206	3889778	-	CLJU_RS17570	MULTISPECIES: orotate phosphoribosyltransferase
pyrD	891	<=	3889789	3890679	-	CLJU_RS17575	dihydroorotate dehydrogenase
pyrK	753	<=	3890759	3891511	-	CLJU_RS17580	MULTISPECIES: dihydroorotate dehydrogenase electron transfer subunit
pyrF	870	<=	3891589	3892458	pyrF	CLJU_RS17585	MULTISPECIES: orotidine-5\'-phosphate decarboxylase
pyrI	438	<=	3892495	3892932	-	CLJU_RS17590	MULTISPECIES: aspartate carbamoyltransferase regulatory subunit
pyrB	921	<=	3892948	3893868	pyrB	CLJU_RS17595	MULTISPECIES: aspartate carbamoyltransferase
CLJU_c35740	756	<=	3894077	3894832	-	CLJU_RS17600	MULTISPECIES: CoA activase
CLJU_c35750	252	<=	3894978	3895229	-	CLJU_RS17605	MULTISPECIES: DUF3343 domain-containing protein
CLJU_c35760	1260	<=	3895247	3896506	-	CLJU_RS17610	2-hydroxyacyl-CoA dehydratase
CLJU_c35770	1263	<=	3897039	3898301	-	CLJU_RS17615	MULTISPECIES: multidrug effflux MFS transporter
map	756	<=	3898551	3899306	map	CLJU_RS17620	MULTISPECIES: type I methionyl aminopeptidase
CLJU_c35790	894	<=	3899466	3900359	-	CLJU_RS17625	MULTISPECIES: YitT family protein
CLJU_c35800	165	<=	3900442	3900606	-	CLJU_RS17630	MULTISPECIES: cytochrome c551
CLJU_c35810	306	<=	3900770	3901075	-	CLJU_RS22445	MULTISPECIES: diguanylate cyclase
CLJU_c35820	96	<=	3901162	3901257			
CLJU_c35830	363	<=	3901492	3901854	-	CLJU_RS22450	MULTISPECIES: EAL domain-containing protein
